globalIndex,wordList,unit,index,word,start,end,audioFile,status,evidence,confidence,notes
784,2,3,91,lust,247.66,248.22,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
785,2,3,92,melody,250.3,250.83,ysgpc/Word List2/Word List2-Unit3.mp3,corrected,isolated-word-double-pass,0.51919,
786,2,3,93,division,252.9,253.44,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
787,2,3,94,evaluate,255.52,256.25,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
788,2,3,95,fertilize,258.33,259.12,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
789,2,3,96,lava,261.13,261.64,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
790,2,3,97,approximate,263.66,264.45,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
791,2,3,98,exaggerate,266.47,267.27,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr,,
792,2,3,99,loss,269.28,269.82,ysgpc/Word List2/Word List2-Unit3.mp3,recognized,whole-track-asr+additional-duplicate-check,,
793,2,4,1,commerce,7.26,7.8,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
794,2,4,2,council,9.86,10.39,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
795,2,4,3,expedition,12.44,13.19,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr+additional-duplicate-check,,
796,2,4,4,lime,15.22,15.71,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
797,2,4,5,massacre,17.77,18.34,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
798,2,4,6,fragrant,20.37,21.04,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
799,2,4,7,rendition,23.09,23.74,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
800,2,4,8,authorize,25.79,26.51,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
801,2,4,9,cynical,28.54,29.12,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
802,2,4,10,cheat,31.15,31.56,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
803,2,4,11,ferret,33.62,34.13,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
804,2,4,12,labor,36.17,36.68,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
805,2,4,13,fidelity,38.78,39.44,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
806,2,4,14,infringe,41.55,42.28,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
807,2,4,15,hasen,44.35,44.85,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
808,2,4,16,unite,46.87,47.45,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
809,2,4,17,firm,49.48,49.93,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
810,2,4,18,spiral,51.99,52.6,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
811,2,4,19,subsequent,54.65,55.38,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
812,2,4,20,plague,57.41,57.92,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
813,2,4,21,lecture,59.98,60.52,ysgpc/Word List2/Word List2-Unit4.mp3,corrected,isolated-word-double-pass,0.72263,
814,2,4,22,barrel,62.59,62.98,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
815,2,4,23,convalesce,65.02,65.72,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
816,2,4,24,cherish,67.75,68.27,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
817,2,4,25,accomplish,70.29,70.97,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
818,2,4,26,rage,72.97,73.54,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
819,2,4,27,weigh,75.57,75.98,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
820,2,4,28,medium,78.02,78.57,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
821,2,4,29,gobble,80.65,81.01,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
822,2,4,30,diplomacy,83.04,83.74,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
823,2,4,31,pedagogy,85.76,86.39,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
824,2,4,32,aggregate,88.48,89.09,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
825,2,4,33,critic,91.16,91.66,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
826,2,4,34,blink,93.71,94.12,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
827,2,4,35,charitable,96.15,96.76,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
828,2,4,36,probability,98.78,99.51,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
829,2,4,37,award,101.53,102.08,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
830,2,4,38,peculiar,104.11,104.69,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
831,2,4,39,ingenuity,106.73,107.59,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
832,2,4,40,interview,109.63,110.21,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
833,2,4,41,notable,112.22,112.77,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
834,2,4,42,colonial,114.83,115.41,ysgpc/Word List2/Word List2-Unit4.mp3,corrected,isolated-word-double-pass,0.49638,
835,2,4,43,form,117.46,117.97,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
836,2,4,44,deflation,120.02,120.68,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
837,2,4,45,brighten,122.71,123.22,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
838,2,4,46,vanish,125.25,125.76,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
839,2,4,47,besides,127.81,128.47,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
840,2,4,48,propose,130.49,131.14,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
841,2,4,49,imbalance,133.17,133.87,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
842,2,4,50,monarch,135.9,136.39,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
843,2,4,51,ecstasy,138.41,139.08,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
844,2,4,52,deduct,141.11,141.68,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
845,2,4,53,flippancy,143.75,144.44,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
846,2,4,54,alumna,146.52,147.04,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
847,2,4,55,elucidate,149.1,149.82,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
848,2,4,56,contemporary,151.89,152.58,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
849,2,4,57,bewitch,154.71,155.23,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
850,2,4,58,expire,157.34,157.95,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
851,2,4,59,memorandum,159.96,160.65,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
852,2,4,60,nature,162.67,163.17,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
853,2,4,61,honest,165.19,165.7,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
854,2,4,62,tamper,167.73,168.2,ysgpc/Word List2/Word List2-Unit4.mp3,print-check,isolated-word-double-pass+spelling-decision,0.42578,isolated candidates: tamper / temper; isolated passes split between tamper and temper
855,2,4,63,lucrative,170.24,170.88,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
856,2,4,64,bold,172.94,173.39,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
857,2,4,65,impeach,175.43,176.09,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
858,2,4,66,ablaze,178.1,178.75,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
859,2,4,67,rudimentary,180.76,181.5,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
860,2,4,68,flip,183.53,184.01,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
861,2,4,69,infest,186.01,186.67,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
862,2,4,70,pray,188.72,189.12,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
863,2,4,71,halt,191.2,191.62,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
864,2,4,72,vivid,193.67,194.16,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
865,2,4,73,footnote,196.2,196.83,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
866,2,4,74,bequest,198.85,199.48,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
867,2,4,75,lash,201.53,202.05,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
868,2,4,76,recalcitrant,204.1,204.99,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
869,2,4,77,photography,207.06,207.7,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
870,2,4,78,opulent,209.79,210.37,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
871,2,4,79,equip,212.44,212.95,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
872,2,4,80,rekindle,215.0,215.59,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
873,2,4,81,objection,217.63,218.3,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
874,2,4,82,adjacent,220.35,221.07,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
875,2,4,83,movement,223.09,223.69,ysgpc/Word List2/Word List2-Unit4.mp3,corrected,isolated-word-double-pass,0.50679,
876,2,4,84,insomnia,225.75,226.46,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
877,2,4,85,grudge,228.54,228.99,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
878,2,4,86,detour,231.05,231.53,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
879,2,4,87,aggravate,233.61,234.25,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
880,2,4,88,accommodate,236.34,237.04,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
881,2,4,89,emotion,239.05,239.64,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
882,2,4,90,raise,241.68,242.2,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
883,2,4,91,fetishism,244.21,244.87,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
884,2,4,92,badge,246.91,247.29,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
885,2,4,93,explode,249.34,249.97,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
886,2,4,94,pediatrician,252.0,252.82,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
887,2,4,95,profane,254.87,255.43,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
888,2,4,96,fluctuate,257.5,258.2,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
889,2,4,97,harry,260.25,260.67,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
890,2,4,98,teamwork,262.7,263.26,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
891,2,4,99,company,265.34,265.79,ysgpc/Word List2/Word List2-Unit4.mp3,recognized,whole-track-asr,,
892,2,5,1,advantage,8.39,9.15,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
893,2,5,2,ethereal,11.15,11.78,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
894,2,5,3,giggle,13.82,14.16,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
895,2,5,4,wagon,16.21,16.69,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
896,2,5,5,justify,18.74,19.38,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
897,2,5,6,vantage,21.43,22.06,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
898,2,5,7,symbolic,24.08,24.81,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
899,2,5,8,dissentious,26.87,27.63,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,whole-track-asr+additional-lexical-check+final-lexical-decision,,additional candidate: desentious; final lexical correction: desentious -> dissentious
900,2,5,9,detain,29.68,30.22,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
901,2,5,10,famish,32.28,32.84,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr+additional-lexical-check,,
902,2,5,11,display,34.88,35.45,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
903,2,5,12,tentative,37.51,38.12,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
904,2,5,13,otherwise,40.14,40.8,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
905,2,5,14,tensile,42.84,43.46,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
906,2,5,15,pancreatic,45.49,46.35,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
907,2,5,16,confiscate,48.4,49.11,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
908,2,5,17,hoodwink,51.16,51.69,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
909,2,5,18,ruffle,53.79,54.21,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
910,2,5,19,epic,56.29,56.74,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
911,2,5,20,indicate,58.79,59.42,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
912,2,5,21,obligation,61.46,62.16,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
913,2,5,22,reproduction,64.18,64.92,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
914,2,5,23,obsess,66.93,67.55,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
915,2,5,24,sponge,69.59,70.24,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
916,2,5,25,amaze,72.27,72.87,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
917,2,5,26,invoice,74.93,75.52,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
918,2,5,27,buffet,77.53,77.93,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
919,2,5,28,cure,79.96,80.33,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
920,2,5,29,fervent,82.42,83.0,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
921,2,5,30,embed,85.08,85.61,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
922,2,5,31,sketch,87.65,88.25,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
923,2,5,32,inordinate,90.29,90.96,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
924,2,5,33,composite,92.98,93.62,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
925,2,5,34,fledgling,95.69,96.27,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
926,2,5,35,quell,98.28,98.71,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
927,2,5,36,indecent,100.73,101.47,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
928,2,5,37,desperate,103.48,104.08,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
929,2,5,38,neurologist,106.12,106.89,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
930,2,5,39,urban,108.97,109.43,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.8898,
931,2,5,40,banish,111.44,111.91,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
932,2,5,41,encircle,113.93,114.6,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
933,2,5,42,overcome,116.62,117.21,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
934,2,5,43,basis,119.26,119.82,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
935,2,5,44,military,121.81,122.34,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
936,2,5,45,responsible,124.38,125.08,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
937,2,5,46,assign,127.12,127.66,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
938,2,5,47,indigenous,129.71,130.46,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
939,2,5,48,compassion,132.48,133.11,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
940,2,5,49,crave,135.13,135.68,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
941,2,5,50,malnutrition,137.71,138.57,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
942,2,5,51,intact,140.6,141.25,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
943,2,5,52,sinister,143.29,143.91,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
944,2,5,53,malcontent,145.96,146.73,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
945,2,5,54,militant,148.77,149.42,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
946,2,5,55,preliminary,151.47,152.01,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.81871,
947,2,5,56,forgoing,154.09,154.71,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
948,2,5,57,belief,156.78,157.27,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
949,2,5,58,cocky,159.37,159.77,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
950,2,5,59,urge,161.82,162.29,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
951,2,5,60,vacant,164.33,164.92,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
952,2,5,61,convex,166.96,167.56,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
953,2,5,62,unabridged,169.57,170.16,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
954,2,5,63,heedless,172.24,172.82,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
955,2,5,64,contrast,174.87,175.55,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
956,2,5,65,inappropriate,177.6,178.46,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
957,2,5,66,negligible,180.49,181.14,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
958,2,5,67,flaunt,183.19,183.73,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
959,2,5,68,delivery,185.84,186.34,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
960,2,5,69,grand,188.42,188.91,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
961,2,5,70,impeccable,190.97,191.64,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
962,2,5,71,bump,193.72,194.07,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
963,2,5,72,freeze,196.21,196.76,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
964,2,5,73,conference,198.82,199.48,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
965,2,5,74,stuffy,201.51,202.07,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
966,2,5,75,landmark,204.12,204.8,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.94096,
967,2,5,76,limb,206.82,207.23,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
968,2,5,77,conjunction,209.29,210.02,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
969,2,5,78,glide,212.05,212.55,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
970,2,5,79,kindergarten,214.59,215.35,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
971,2,5,80,descriptive,217.39,218.1,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
972,2,5,81,parental,220.17,220.74,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
973,2,5,82,opinion,222.79,223.37,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
974,2,5,83,regular,225.4,225.93,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
975,2,5,84,futile,228.0,228.63,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
976,2,5,85,congregate,230.67,231.39,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
977,2,5,86,outfit,233.43,234.0,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
978,2,5,87,infuriate,236.03,236.88,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
979,2,5,88,liquid,238.9,239.43,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
980,2,5,89,recapture,241.48,242.17,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
981,2,5,90,opponent,244.18,244.81,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
982,2,5,91,grumpy,246.85,247.35,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
983,2,5,92,mediterranean,249.38,250.21,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
984,2,5,93,elasticity,252.26,253.07,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
985,2,5,94,palpable,255.13,255.67,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.65054,
986,2,5,95,tributary,257.72,258.33,ysgpc/Word List2/Word List2-Unit5.mp3,recognized,whole-track-asr,,
987,2,5,96,for,260.4,260.87,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.56933,
988,2,5,97,snap,262.93,263.48,ysgpc/Word List2/Word List2-Unit5.mp3,corrected,isolated-word-double-pass,0.54377,
989,3,1,1,enclose,7.45,8.15,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
990,3,1,2,clamour,10.15,10.54,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
991,3,1,3,affinity,12.63,13.21,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
992,3,1,4,deplete,15.27,15.78,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
993,3,1,5,minus,17.81,18.38,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
994,3,1,6,detract,20.41,21.0,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
995,3,1,7,elect,23.01,23.53,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
996,3,1,8,impotence,25.59,26.26,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
997,3,1,9,blockbuster,28.3,29.0,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
998,3,1,10,feeble,31.1,31.6,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
999,3,1,11,endure,33.67,34.27,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1000,3,1,12,brazen,36.37,36.87,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1001,3,1,13,poor,38.94,39.3,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1002,3,1,14,decline,41.33,41.91,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1003,3,1,15,charge,43.93,44.48,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1004,3,1,16,utterance,46.53,47.13,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1005,3,1,17,arrogant,49.15,49.69,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1006,3,1,18,chronic,51.72,52.17,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1007,3,1,19,develop,54.22,54.72,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.54146,
1008,3,1,20,electric,56.78,57.41,ysgpc/Word List3/Word List3-Unit1.mp3,corrected,isolated-word-double-pass,0.80164,
1009,3,1,21,estimate,59.53,60.09,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1010,3,1,22,vain,62.11,62.54,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1011,3,1,23,exert,64.54,65.13,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1012,3,1,24,despite,67.16,67.73,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1013,3,1,25,etiquette,69.76,70.33,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
1014,3,1,26,expedition,72.33,73.08,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
1015,3,1,27,slander,75.12,75.75,ysgpc/Word List3/Word List3-Unit1.mp3,recognized,whole-track-asr,,
